연번,검체채취 가능여부,시도,시군구,의료기관명,주소,대표 전화번호,위도,경도
226,Y,경기,부천시,가톨릭대학교부천성모병원,경기도 부천시 소사로 327,032-340-2402,37.48612380000001,126.7924958
227,Y,경기,부천시,부천세종병원,경기도 부천시 호현로 489번길 28,"주간) 032-340-1897, 야간) 032-340-1119",37.4811218,126.791382
228,Y,경기,성남시,중원구보건소,"경기도 성남시 중원구 금상로 137 (상대원동, 중원구보건소)",031-729-3895,37.4418516,127.17072309999999
229,Y,경기,성남시,분당구보건소,경기도 성남시 분당구 양현로 306 (야탑동),031-729-4004,37.4110097,127.1246119
230,Y,경기,성남시,분당제생병원,분당구 서현로 180번길 20,031-779-0100,37.3881717,127.12176640000001
231,Y,경기,성남시,분당차병원 ,분당구 야탑로 59,031-780-5546,37.4102789,127.1254597
232,Y,경기,성남시,수정구보건소,"경기도 성남시 수정구 수정로 218 (신흥동, 수정구보건소)",031-729-3872,37.4443074,127.1441357
233,Y,경기,성남시,성남시의료원,경기도 성남시 수정구 수정로 171번길 10,031-738-7000,37.4448723,127.13890699999999
234,Y,경기,성남시,순천의료재단정병원,경기도 성남시 수정구 수정로 76,031-750-6000,37.4398303,127.1290044
235,Y,경기,성남시,성남중앙병원,중원구 산성대로 476번길 12,031-799-5366,37.452700500000006,127.1620743
236,Y,경기,수원시,권선구보건소,경기도 수원시 권선구 호매실로 22-50 (탑동),031-228-6716,37.2587056,126.97112229999999
237,Y,경기,수원시,영통구보건소,경기도 수원시 영통구 영통로 396 (영통동),031-228-8808,37.250434299999995,127.06454769999999
238,Y,경기,수원시,장안구보건소,"경기도 수원시 장안구 송원로 101 (조원동, 장안구구보건소)",031-228-5715,37.304344799999996,127.01017680000001
239,Y,경기,수원시,팔달구보건소,경기도 수원시 팔달구 팔달산로 6 (교동),031-228-7716,37.2713991,127.0124884
240,Y,경기,수원시,아주대학교병원,경기도 수원시 영통구 월드컵로 164 (원천동),031-219-5114,37.2795318,127.0477406
241,Y,경기,수원시,경기도의료원 수원병원,경기도 수원시 장안구 수성로245번길 69 (정자동),"031-888-0119, 031-888-0129",37.2920141,126.99664600000001
242,Y,경기,수원시,성빈센트병원,경기도 수원시 팔달구 중부대로 93 (지동),1577-8588,37.278437499999995,127.0278484
243,Y,경기,수원시,동수원병원,경기도 수원시 팔달구 중부대로 165 (우만동),031-210-0114,37.278441,127.0343254
244,Y,경기,시흥시,석경의료재단 센트럴병원,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",031-8041-3530,37.336864,126.7280003
245,Y,경기,시흥시,신천연합병원 ,시흥시 복지로 57,031-310-6300,37.444552099999996,126.78951599999999
246,Y,경기,시흥시,시흥시화병원,경기도 시흥시 옥구천서로 337,031-432-2600,37.3528958,126.7245906
247,Y,경기,시흥시,시흥시보건소,경기도 시흥시 호현로 55 (대야동),031-310-5813,37.445579099999996,126.785283
248,Y,경기,시흥시,시흥시 정왕보건지소,시흥시 정왕대로 233번길  19,031-310-5907,37.346812199999995,126.74008339999999
249,Y,경기,안산시,단원보건소,경기도 안산시 단원구 화랑로 250 (초지동),031-481-6363,37.3259089,126.80907010000001
250,Y,경기,안산시,안산시상록수보건소,경기 안산시 상록구 차돌배기로1길 15,031-481-5894,37.3009783,126.8449019
251,Y,경기,안산시,고대안산병원,경기도 안산시 단원구 적금로 123 (고잔동),031-412-5400,37.319133300000004,126.8252651
252,Y,경기,안산시,한도병원,경기도 안산시 단원구 선부광장로 103,031-8040-1369,37.334018,126.80761369999999
253,Y,경기,안산시,근로복지공단안산병원,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",031-500-1114,37.3167579,126.87398669999999
254,Y,경기,안성시,경기도의료원 안성병원,경기도 안성시 남파로 95 (당왕동),031-8046-5000,37.0172199,127.2604121
255,Y,경기,안성시,안성성모병원,경기도 안성시 시장길 58 (서인동),031-675-6007,37.006217899999996,127.27103289999998
256,Y,경기,안성시,안성시보건소,경기도 안성시 강변로74번길 18 (도기동),031-678-5710,37.0001476,127.26981560000002
257,Y,경기,안양시,동안구보건소,경기도 안양시 동안구 평촌대로253번길 41 (비산동),031-8045-4472,37.3925391,126.95164439999999
258,Y,경기,안양시,만안구보건소,경기도 안양시 만안구 문예로 48 (안양동),031-8045-3472,37.385858,126.93273029999999
259,Y,경기,안양시,한림대학교 성심병원,경기도 안양시 동안구 관평로170번길 22 (평촌동),031-380-1500,37.391430799999995,126.96175369999999
260,Y,경기,안양시,안양샘병원,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",031-467-9119,37.393372899999996,126.92429270000001
261,Y,경기,양주시,양주시보건소,경기도 양주시 부흥로 1533 (남방동),031-8082-7116,37.785287,127.04579000000001
262,Y,경기,양평군,양평군보건소,경기도 양평군 양평읍 마유산로 17,031-770-3490,37.4969798,127.4866817
263,Y,경기,양평군,양평병원,경기도 양평군 양평읍 중앙로 129,031-770-5119,37.493980199999996,127.50333760000001
264,N,경기,여주시,세종여주병원,"경기도 여주시 청심로 39, 세종여주병원 (하동)",031-880-7700,37.3012851,127.6266777
265,Y,경기,여주시,여주시보건소,경기도 여주시 여흥로160번길 14 (상동),031-887-3601,37.2945522,127.6403573
266,Y,경기,연천군,연천군 보건의료원,경기도 연천군 전곡읍 은대성로 95,031-839-4064,38.0233652,127.0612435
267,Y,경기,오산시,오산시보건소,경기도 오산시 경기동로 59 (오산동),031-8036-6025,37.1596239,127.07765110000001
268,Y,경기,오산시,오산한국병원,경기도 오산시 밀머리로1번길 16 (원동),031-379-8300,37.141348799999996,127.07559029999999
269,Y,경기,용인시,기흥구보건소,"경기도 용인시 기흥구 신갈로58번길 11 (신갈동, 기흥구 보건소)",031-324-6940,37.2726166,127.10675020000001
270,Y,경기,용인시,수지구보건소,경기도 용인시 수지구 포은대로 435 (풍덕천동),"031-324-8451, 8452, 8453",37.3221501,127.097437
271,Y,경기,용인시,강남병원,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",031-300-0119,37.273707099999996,127.1114742
272,Y,경기,용인시,처인구보건소,경기도 용인시 처인구 중부대로 1199,031-324-2114,37.240608,127.1772935
273,Y,경기,용인시,영문의료재단 다보스병원,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",031-8021-2000,37.2315521,127.21131740000001
274,N,경기,용인시,용인세브란스병원,경기 용인시 기흥구 동백죽전대로 363,031-331-8888,37.272137099999995,127.1521978
275,Y,경기,용인시,용인서울병원,경기도 용인시 처인구 고림로 81 ,031-322-0001,37.2403252,127.21459809999999
276,Y,경기,의왕시,의왕시보건소,"경기도 의왕시 오봉로 34 (고천동, 의왕시보건소)",031-345-3572,37.3437286,126.9720042
277,Y,경기,의왕시,아가페의료재단 시티병원,경기도 의왕시 오전천로 29,031-340-2555,37.3502461,126.9767752
278,Y,경기,의정부시,경기도의료원의정부병원 (응급실),경기도 의정부시 흥선로 142 (의정부동),031-828-5143,37.741038499999995,127.04252419999999
279,N,경기,의정부시,의정부시보건소,의정부시 범골로 131,031-870-6011~4,37.7361517,127.03956810000001
280,Y,경기,의정부시,가톨릭대학교 의정부성모병원,의정부시 천보로 271,1661-7500,37.7583561,127.07744590000001
281,Y,경기,의정부시,추병원,의정부시 평화로 650,031-823-8063,37.7499591,127.0450362
282,Y,경기,의정부시,의정부백병원,경기도 의정부시 금신로  322,031-842-1211,37.7452366,127.0620467
283,Y,경기,이천시,경기도의료원 이천병원,경기도 이천시 경충대로 2742 (관고동),031-630-4200,37.282593399999996,127.4328154
284,Y,경기,이천시,이천시보건소,경기도 이천시 증신로153번길 13 (증포동),031-635-2400,37.2889554,127.45236679999998
285,Y,경기,파주시,파주시보건소,경기도 파주시 후곡로 13 (금촌동),031-940-4800,37.756308,126.7738979
286,Y,경기,파주시,경기도의료원 파주병원,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",031-940-9100,37.7548246,126.77972279999997
287,Y,경기,평택시,의료법인 백송의료재단 굿모닝병원,경기도 평택시 중앙로 338 (합정동),031-5182-7700,36.9906469,127.1205614
288,Y,경기,평택시,의료법인 박애의료재단 박애병원,경기도 평택시 평택2로20번길 3 (평택동),031-652-2121,36.9930038,127.08906549999999
289,Y,경기,평택시,의료법인 양진의료재단 평택성모병원,경기도 평택시 평택로 284 (세교동),1800-8800,37.0086558,127.08676290000001
290,Y,경기,평택시,평택보건소,경기도 평택시 평택5로 56 (비전동),031-8024-5559,36.9907621,127.11181909999999
291,Y,경기,평택시,평택시 안중보건지소,경기도 평택시 안중읍 안현로 400,031-8024-8618,36.985702499999995,126.93193939999999
292,Y,경기,평택시,박병원,경기도 평택시 송탄로 33 (장당동),031-666-2600,37.0482193,127.05700110000001
293,Y,경기,평택시,송탄보건소,경기도 평택시 서정로 295 (이충동),031-8024-7273,37.0706133,127.0508351
294,Y,경기,포천시,포천시보건소,경기도 포천시 포천로 1612 (신읍동),031-538-3600,37.900773,127.20112689999998
295,Y,경기,포천시,경기도의료원 포천병원,경기도 포천시 포천로 1648 (신읍동),031-539-9114,37.9031637,127.19812290000002
296,Y,경기,포천시,소흘보건지소,경기도 포천시 소흘읍 호국로 567,031-538-4486,37.8233806,127.13866259999999
297,Y,경기,포천시,일동보건지소,경기도 포천시 일동면 화동로 1099번길 30,031-538-4488,37.961189,127.317272
298,Y,경기,하남시,하남시보건소,경기도 하남시 대청로 10 (신장동),031-790-6555,37.5391091,127.2146082
299,Y,경기,화성시,화성중앙종합병원,경기도 화성시 향남읍 발안로 5,031-371-8080,37.1313154,126.9107719
300,Y,경기,화성시,화성시보건소,경기도 화성시 향남읍 3.1만세로 1055,031-5189-1200,37.1291446,126.9046066
301,Y,경기,화성시,화성시보건소 동탄보건지소,경기도 화성시 노작로 226-9,031-5189-1200,37.2067614,127.07858510000001
302,Y,경기,화성시,동탄성심병원,경기도 화성시 큰재봉길 7,1522-2500,37.2166637,127.08012090000001
303,Y,경기,화성시,원광종합병원,경기 화성시 화산북로 21 ,031-8077-7219,37.206496,127.01003209999999
304,Y,경기,화성시,남양디에스병원,경기도 화성시 남양읍 시청로160번길 46-13,031-5180-7777,37.1964083,126.83264189999998
305,Y,강원,강릉시,강릉아산병원,강원도 강릉시 사천면 방동길 38,033-610-4111,37.8182428,128.85927189999998
306,Y,강원,강릉시,강릉동인병원,"강원도 강릉시 강릉대로419번길 42-  (포남동, (포남동))",033-651-6161,37.774339700000006,128.9070484
307,N,강원,강릉시,강릉고려병원,"강원도 강릉시 옥가로 30-  (옥천동,30)",033-649-0333,37.7590037,128.89986
308,Y,강원,강릉시,강릉시보건소,강원도 강릉시 남부로17번길 38 (내곡동),033-660-3090,37.7426855,128.88280609999998
309,Y,강원,고성군,고성군보건소,강원도 고성군 간성읍 수성로 30,033-681-4000,38.3775319,128.4720276
310,Y,강원,동해시,동해시보건소,강원 동해시 천곡동 840,033-530-2402,37.5227764,129.11711
311,Y,강원,동해시,동해동인병원,"강원도 동해시 하평로 26-  (평릉동, (평릉동))",033-530-0119,37.5301401,129.1073994
312,Y,강원,동해시,근로복지공단 동해병원,강원도 동해시 하평로 11,033-530-3119,37.5313691,129.1077852
313,Y,강원,삼척시,삼척의료원,"강원도 삼척시 오십천로 418 (남양동,(남양동))","(주간)033-570-7545,(야간)033-570-7431",37.4398318,129.1633551
314,Y,강원,삼척시,삼척시보건소,"강원도 삼척시 척주로 76 (남양동, 삼척시보건소)",033-570-4649,37.4436465,129.17209409999998
315,Y,강원,속초시,속초시보건소,강원도 속초시 교동 980(수복로 36),033-639-2924,38.1961945,128.5758914
316,Y,강원,속초시,강원도속초의료원,"강원도 속초시 영랑호반길 3-  (영랑동, (영랑동))","(주간)033-630-6190,(야간)033-630-6122",38.2164098,128.5885347
317,Y,강원,속초시,속초보광병원,속초시 중앙로 11 ,"(주간)033-639-8557,(야간)033-639-8988",38.1979798,128.5783566
318,Y,강원,양구군,양구군보건소,강원 양구군 양구읍 하리 34-5 ,"(주간)033-480-2791,(야간)033-480-2550",38.1099903,127.99008829999998
319,Y,강원,양구군,의료법인 성심의료재단 양구성심병원,강원도 양구군 양구읍 중심로 160 (160),033-480-8800,38.1045016,127.99114940000001
320,Y,강원,양양군,양양군보건소,강원도 양양군 양양읍 양양로 9-5,"(주간)033-670-2119,(야간)033-670-2880",38.0776943,128.62738099999999
321,Y,강원,영월군,강원도영월의료원,강원도 영월군 영월읍 중앙1로 59,033-370-9129,37.1865308,128.4651096
322,Y,강원,영월군,영월군보건소,강원도 영월군 영월읍 하송로 44,033-370-2448,37.1842043,128.4634341
323,Y,강원,원주시,연세대학교 원주세브란스기독병원,강원도 원주시 일산로 20-0 (일산동),033-741-1641,37.348440200000006,127.94777049999998
324,Y,강원,원주시,원주시보건소,"강원도 원주시 원일로 139, 3층 (일산동, 건강문화센터)","(주간)033-737-4007,(야간)033-737-4065",37.3514647,127.9467988
325,Y,강원,원주시,강원도원주의료원,강원 원주시 서원대로 387,033-760-4701~2,37.3330067,127.94890679999999
326,Y,강원,인제군,인제군보건소,강원도 인제군 인제읍 인제로140번길 34,"(주간)033-460-2516,(야간)033-461-2425",38.0634793,128.1687081
327,Y,강원,정선군,근로복지공단정선병원,강원도 정선군 정선읍 봉양1길 145-0 ( ),033-560-7110,37.3830173,128.6587563
328,Y,강원,정선군,정선군보건소,강원도 정선군 정선읍 녹송로 33,033-560-2739,37.379984799999995,128.6713234
329,Y,강원,철원군,철원군보건소,강원도 철원군 갈말읍 군탄리 960-2,"033-450-5550, 5468",38.1481314,127.30290230000001
330,N,강원,철원군,철원병원,강원도 철원군 갈말읍 명성로 208-0,033-450-3321,38.1502529,127.30773450000001
331,Y,강원,춘천시,한림대학교 춘천성심병원,춘천시 삭주로 77,"(주간)033-240-5815,(야간)033-240-5219",37.8839706,127.7398959
332,Y,강원,춘천시,춘천시보건소,강원도 춘천시 중앙로 135 (중앙로3가),"(주간)033-250-4590,(야간)033-250-4597",37.875538299999995,127.72019370000001
333,Y,강원,태백시,태백시보건소,강원도 태백시 태백로 905 (황지동),"(주간)033-550-2718,(야간)033-552-4000",37.164372,128.951832
334,Y,강원,태백시,근로복지공단 태백병원,강원도 태백시 보드미길8,"(주간)033-581-6390,(야간)033-580-3119",37.1034236,129.005278
335,Y,강원,평창군,평창군보건의료원,강원도 평창군 평창읍 노성로 11,"(주간)033-330-4877,(야간)033-330-4800",37.368772899999996,128.390471
336,Y,강원,홍천군,홍천아산병원,강원도 홍천군 홍천읍 산림공원1길 17,033-430-5119,37.6906658,127.8946511
337,Y,강원,홍천군,홍천군보건소,강원도 홍천군 홍천읍 신장대로 5,033-430-4024,37.6901434,127.87712780000001
338,Y,강원,화천군,화천군보건의료원,강원 화천군 화천읍 중리 242-4 화천군보건의료원,033-442-4424,38.1072042,127.70907679999999
339,Y,강원,횡성군,횡성대성병원,강원도 횡성군 횡성읍 횡성로 275-  ( ),033-343-0901,37.4783172,127.9797883
340,Y,강원,횡성군,횡성군보건소,강원도 횡성군 횡성읍 횡성로 379 (횡성군 종합복지타운),033-340-5707,37.4870592,127.9845965
341,Y,충북,괴산군,괴산군보건소,괴산군 괴산읍 동진천길 43,043-832-4000,36.8080614,127.79660480000001
342,Y,충북,괴산군,괴산성모병원,충청북도 괴산군 괴산읍 임꺽정로 116-0,043-830-5400,36.815411999999995,127.7842385
343,Y,충북,단양군,단양군보건소,단양군 단양읍 삼봉로 53,043-420-3263,36.9813616,128.3503088
344,Y,충북,단양군,단양군립노인요양병원,충청북도 단양군 단양읍 별곡6길 10,043-423-8844,36.9872283,128.3687144
345,Y,충북,보은군,(의료법인)정민의료재단 보은한양병원,충청북도 보은군 보은읍 보은로 102-0,043-544-1500,36.483278299999995,127.7182865
346,Y,충북,보은군,보은군보건소,충청북도 보은군 보은읍 동광길 50,043-540-5601,36.4866197,127.716223
347,Y,충북,영동군,영동병원,충청북도 영동군 영동읍 대학로 106-0,043-740-9000,36.185185800000006,127.7808201
348,Y,충북,영동군,영동군보건소,충청북도 영동군 영동읍 반곡동길 7,043-740-5612,36.168468499999996,127.77598210000001
349,Y,충북,옥천군,옥천성모병원,충청북도 옥천군 옥천읍 성왕로 1195-0,043-730-7000,36.3137075,127.571949
350,Y,충북,옥천군,옥천군보건소,충청북도 옥천군 옥천읍 삼양로8길 10,043-730-2114,36.3042596,127.570179
351,Y,충북,음성군,음성군보건소,충청북도 음성군 음성읍 중앙로49,043-872-2136,36.9285496,127.6887223
352,Y,충북,음성군,금왕태성병원,충청북도 음성군 금왕읍 음성로1230번길 10-0,043-883-8800,36.9974622,127.59852309999998
353,Y,충북,제천시,제천 서울병원,충청북도 제천시 숭문로 57-0 (서부동),043-642-7609,37.138414999999995,128.2062794
354,Y,충북,제천시,제천시보건소,충청북도 제천시 의림대로 242 (청전동),043-646-2720,37.158010399999995,128.2079182
355,Y,충북,제천시,명지병원(제천),충청북도 제천시 내토로 991,043-640-8373,37.1633515,128.2339864
356,Y,충북,증평군,증평군보건소,충청북도 증평군 증평읍 보건복지로 64-1 (증평군보건소),043-835-4220,36.774280999999995,127.58668279999999
357,Y,충북,진천군,진천성모병원,충청북도 진천군 진천읍 중앙북로 36,043-533-1711,36.858312,127.44062009999999
358,Y,충북,진천군,진천군보건소,충청북도 진천군 진천읍 중앙북1길 11-8,043-539-7333,36.8605567,127.4396393
359,Y,충북,청주시,상당보건소,청주시 상당구 남일면 단재로 480,043-201-3143,36.588251,127.50530900000001
360,Y,충북,청주시,의료법인 인화재단한국병원,충청북도 청주시 상당구 단재로 106-0 (영운동),043-222-7000,36.6195362,127.49670809999999
361,Y,충북,청주시,의료법인정산의료재단효성병원,충청북도 청주시 상당구 쇠내로 16-0 (금천동),043-221-5000,36.6244467,127.49552849999999
362,Y,충북,청주시,서원보건소,청주시 서원구 사직대로 227,043-201-3207,36.6375895,127.4698136
363,Y,충북,청주시,충청북도 청주의료원,충청북도 청주시 서원구 흥덕로 48 (사직동),043-279-2300,36.6401571,127.47316370000001
364,Y,충북,청주시,청주성모병원,"충청북도 청주시 청원구 주성로 173-19 (주중동,청주성모병원)",043-219-8000,36.6736692,127.48570029999999
365,Y,충북,청주시,청원보건소,충청북도 청주시 청원구 오창읍 과학산업3로 238,043-201-3442,36.710152,127.431573
366,Y,충북,청주시,흥덕보건소,청주시 흥덕구 비하로12번길 46,043-201-3342,36.630094299999996,127.4265066
367,Y,충북,청주시,한마음의료재단 하나병원,충청북도 청주시 흥덕구 2순환로 1262-0 (가경동),043-230-6326,36.6234909,127.4309797
368,Y,충북,청주시,베스티안병원,충청북도 흥덕구 오송읍 오송생명1로 191,043-910-7575,36.641371299999996,127.46307360000002
369,Y,충북,충주시,충주시보건소,충주시 으뜸로 21,043-850-3431 ,36.9909318,127.9257875
370,Y,충북,충주시,충청북도 충주의료원,충청북도 충주시 안림로 239-50 (안림동),043-871-0114,36.9798103,127.9707484
371,Y,충북,충주시,건국대학교 충주병원,충청북도 충주시 국원대로 82-0 (교현동),043-840-8200,36.978845899999996,127.9293385
372,Y,충남,계룡시,계룡시보건소,충청남도 계룡시 장안로 54,042-840-3507,36.2730058,127.2500519
373,Y,충남,공주시,충청남도공주의료원,충청남도 공주시 무령로 77 (웅진동),041-962-1111,36.4591481,127.11293959999999
374,Y,충남,공주시,공주시 보건소,"충청남도 공주시 봉황로 123 (교동, 공주시보건소)",041-840-2524,36.4563591,127.1206645
375,Y,충남,금산군,새금산병원,충청남도 금산군 금산읍 비단로 183,041-754-8272,36.1040534,127.4961573
376,Y,충남,금산군,금산군보건소,"충청남도 금산군 금산읍 금산로 1559, 0동",041-750-4311,36.0961444,127.4897355
377,Y,충남,논산시,백제종합병원,충청남도 논산시 시민로294번길 14 (취암동),041-733-2191,36.1923478,127.09438949999999
378,Y,충남,논산시,논산시보건소,충청남도 논산시 논산대로 382 (관촉동),041-730-4086~7,36.1811254,127.1234473
379,Y,충남,당진시,당진종합병원,충청남도 당진시 반촌로 5-15 (시곡동),041-357-0100,36.9044154,126.6847755
380,Y,충남,당진시,당진시보건소,충청남도 당진시 서부로 56 (채운동),041-360-6003,36.887327299999995,126.63026300000001
381,Y,충남,보령시,보령시보건소,충청남도 보령시 남포면 보령남로 234,041-930-0900,36.3244623,126.60240809999999
382,Y,충남,보령시,보령아산병원,충청남도 보령시 죽성로 136 (죽정동),041-930-5333,36.3805499,126.6232855
383,Y,충남,부여군,건양대학교 부여병원,충청남도 부여군 부여읍 계백로 200,041-837-1200,36.275721,126.90106990000001
384,Y,충남,부여군,부여군보건소,충청남도 부여군 부여읍 성왕로 205,041-830-8600,36.279575099999995,126.9186989
385,Y,충남,서산시,충청남도서산의료원,충청남도 서산시 중앙로 149 (석림동),041-689-7000,36.7775509,126.47517529999999
386,Y,충남,서산시,서산시보건소,"충청남도 서산시 호수공원6로 6 (예천동, 서산시보건소)",041-661-8232,36.774794,126.44433129999999
387,Y,충남,서천군,서해병원,충청남도 서천군 서천읍 서천로 184,041-951-8282,36.0844803,126.6876312
388,Y,충남,서천군,서천군보건소,충청남도 서천군 서천읍 사곡길 26,041-950-6750,36.0822822,126.6896073
389,Y,충남,아산시,아산충무병원,충청남도 아산시 문화로 381 (모종동),041-536-6666,36.779140399999996,127.01955679999999
390,Y,충남,아산시,아산시보건소,충청남도 아산시 번영로 224번길 20 아산시보건소 ,041-537-3311,36.7827142,127.01459879999999
391,Y,충남,아산시,현대병원,충남 아산시 시민로 388,041-546-3636,36.7830692,127.00102389999999
392,Y,충남,예산군,의료법인 예당의료재단 예산종합병원,충청남도 예산군 예산읍 금오대로 94,041-330-4000,36.6910697,126.83770439999999
393,Y,충남,예산군,예산군보건소,"충청남도 예산군 예산읍 군청로 22, 예산군청",041-339-6062,36.680223999999995,126.8446723
394,Y,충남,천안시,천안시 서북구보건소,충청남도 천안시 서북구 번영로 156 서북구보건소 ,041-521-2552,36.8156927,127.11368680000001
395,Y,충남,천안시,천안시 동남구보건소,충청남도 천안시 동남구 버들로 34 동남구보건소 ,041-521-2651,36.8069475,127.1505639
396,Y,충남,천안시,학교법인동은학원 순천향대학교 부속천안병원,"충청남도 천안시 동남구 순천향6길 31 (봉명동, 5동 (봉명동,순천향대학교병원))",1577-7523,36.8028806,127.1363643
397,Y,충남,천안시,의료법인영서의료재단 천안충무병원,충청남도 천안시 서북구 다가말3길 8 (쌍용동),041-570-7555,36.797347099999996,127.1315479
398,Y,충남,천안시,충청남도천안의료원(소아청소년과 없음),충청남도 천안시 동남구 충절로 537 (삼룡동),041-570-7033,36.780891,127.17790369999999
399,Y,충남,천안시,천안우리병원,충청남도 천안시 동남구 남부대로 350 (청당동,041-590-9000,36.7809592,127.1557958
400,Y,충남,청양군,청양군보건의료원,충청남도 청양군 청양읍 칠갑산로7길 54,041-942-3401,36.4551521,126.80493079999998
401,Y,충남,태안군,태안군보건의료원,충청남도 태안군 태안읍 서해로 1952-16,041-671-5315,36.7519439,126.3229392
402,Y,충남,홍성군,충청남도 홍성의료원,충청남도 홍성군 홍성읍 조양로 224,041-630-6114,36.598802299999996,126.67433220000001
403,Y,충남,홍성군,홍성군보건소,충청남도 홍성군 홍성읍 문화로 106,041-632-2588,36.5967473,126.66292550000001
404,Y,전북,고창군,고창군보건소,전라북도 고창군 고창읍 전봉준로 90 ((고창읍 전봉준로 90)),063-560-8711,35.443758599999995,126.68324890000001
405,Y,전북,고창군,(의)석천재단고창병원,전라북도 고창군 고창읍 화신1길 9,063-560-5600,35.4364207,126.69366300000002
406,Y,전북,군산시,군산시보건소,전라북도 군산시 수송동로 58 (수송동),063-460-3200,35.964664299999995,126.72021769999998
407,Y,전북,군산시,군산의료원,"전라북도 군산시 의료원로 27 (지곡동,(지곡동, 군산의료원))",063-472-5000,35.954685,126.7124545
408,Y,전북,군산시,동군산병원,전북 군산시 조촌로 149,063-440-0516,35.9773651,126.7370947
409,Y,전북,김제시,김제우석병원,"전라북도 김제시 서암4길 45 (서암동,(서암동))",063-540-5114,35.807355099999995,126.8802411
410,Y,전북,김제시,김제시보건소,전라북도 김제시 성산길 138 (요촌동),063-540-1300,35.8008115,126.8833101
411,Y,전북,남원시,남원의료원,"전라북도 남원시 충정로 365 (고죽동,(고죽동))",063-620-1114,35.4383803,127.4057895
412,Y,전북,남원시,남원시보건소,전라북도 남원시 요천로 1285 (조산동),063-625-4000,35.3976924,127.36435209999999
413,Y,전북,무주군,무주군보건의료원,"전라북도 무주군 무주읍 한풍루로 413, 무주군보건의료원",063-320-8314,36.0057918,127.67164019999998
414,Y,전북,부안군,부안군보건소,전라북도 부안군 부안읍 오리정로 124,063-584-1261,35.7228849,126.73591030000001
415,Y,전북,부안군,부안성모병원,전라북도 부안군 부안읍 오정2길 24,063-581-5100,35.7246989,126.7344282
416,Y,전북,순창군,순창군보건의료원,전라북도 순창군 순창읍 교성로 135 (순창군보건의료원),063-650-5352,35.367211399999995,127.14402530000001
417,N,전북,완주군,고려병원,전라북도 완주군 삼례읍 동학로 21 (21),063-290-0114,35.9118399,127.0743765
418,Y,전북,완주군,완주군보건소,전라북도 완주군 삼례읍 삼봉로 215-20,063-290-3133,35.921229499999995,127.0926561
419,Y,전북,익산시,익산병원,"전라북도 익산시 무왕로 969 (신동,(신동))",063-840-9112,35.961682599999996,126.9664723
420,Y,전북,익산시,익산시보건소,전라북도 익산시 무왕로 975 (신동),063-859-4811,35.9597845,126.96140340000001
421,Y,전북,임실군,임실군보건의료원,전라북도 임실군 임실읍 호국로 1680,063-640-3119,35.6127033,127.28732529999999
422,Y,전북,장수군,장수군보건의료원,전라북도 장수군 장수읍 장천로 247,063-350-2119,35.6542283,127.5197623
423,Y,전북,전주시,예수병원,"전라북도 전주시 완산구 서원로 365 (중화산동1가,(중화산동1가, 예수병원))",063-230-8282,35.814194199999996,127.13330769999999
424,Y,전북,전주시,대자인병원,"전라북도 전주시 덕진구 견훤로 390 (우아동3가,(우아동3가))",063-250-8703,35.84597730000001,127.1533607
425,Y,전북,전주시,전주병원,"전라북도 전주시 완산구 한두평3길 13 (중화산동2가,(중화산동2가, 전주병원))",063-220-7280,35.8150738,127.1248037
426,Y,전북,전주시,전주시보건소(덕진진료실),전라북도 전주시 덕진구 벚꽃로 55 전주시보건소 덕진진료실,063-250-3907,35.8293203,127.13391379999999
427,Y,전북,전주시,호성전주병원,전주시 덕진구 동부대로 895,063-240-8894,35.848752,127.1464411
428,Y,전북,정읍시,정읍아산병원,"전라북도 정읍시 충정로 606-22 (용계동,(용계동))",063-530-6000,35.594806399999996,126.8111627
429,Y,전북,정읍시,정읍시보건소,전라북도 정읍시 수성1로 61 (수성동),063-539-6112,35.578123,126.85471369999999
430,Y,전북,진안군,진안군의료원,전라북도 진안군 진안읍 진무로 1145,063-430-7000,35.7948193,127.43214049999999
431,Y,전북,진안군,진안군보건소,전라북도 진안군 진안읍 진무로 1189 (진안보건소),063-430-8560,35.7955794,127.43391629999999
432,Y,전남,강진군,강진의료원,전라남도 강진군 강진읍 탐진로 5,061-433-2167,34.6372553,126.757457
433,Y,전남,강진군,강진군보건소,전라남도 강진군 강진읍 목리길 11,061-430-3592,34.6381127,126.7754739
434,Y,전남,고흥군,고흥종합병원,전라남도 고흥군 고흥읍 고흥로 1935,061-835-6000,34.621004299999996,127.29393970000001
435,Y,전남,고흥군,고흥군보건소,전라남도 고흥군 고흥읍 등암3길 5,061-830-6688,34.5922123,127.268837
436,Y,전남,고흥군,녹동현대병원,전남 고흥군 도양읍 차경구렁목길 215,061-840-1200,34.5465248,127.14574689999998
437,Y,전남,곡성군,곡성사랑병원,전라남도 곡성군 곡성읍 곡성로 761,061-360-6000,35.276330099999996,127.28829449999998
